sensorid,epoch_utc,local_date_time,temperatur,relative_luftfeuchtigkeit
08:44,1689634800,20230717210000,23.9,49.2
08:44,1689638400,20230717220000,23.4,53.7
08:44,1689642000,20230717230000,22.3,60.7
08:44,1689645600,20230718000000,21.6,64.9
08:44,1689649200,20230718010000,21.0,67.4
08:44,1689652800,20230718020000,20.6,68.9
08:44,1689656400,20230718030000,20.4,70.8
08:44,1689660000,20230718040000,19.6,74.3
08:44,1689663600,20230718050000,19.0,76.2
08:44,1689667200,20230718060000,18.9,75.8
08:44,1689670800,20230718070000,19.8,66.7
08:44,1689674400,20230718080000,20.7,63.9
08:44,1689678000,20230718090000,22.3,60.8
08:44,1689681600,20230718100000,24.0,55.6
08:44,1689685200,20230718110000,24.8,53.9
08:44,1689688800,20230718120000,26.0,51.6
08:44,1689692400,20230718130000,24.4,62.5
08:44,1689696000,20230718140000,22.2,76.2
08:44,1689699600,20230718150000,22.7,76.4
08:44,1689703200,20230718160000,25.5,61.5
08:44,1689706800,20230718170000,27.2,51.3
08:44,1689710400,20230718180000,27.6,51.9
08:44,1689714000,20230718190000,27.4,54.8
08:44,1689717600,20230718200000,25.7,67.6
08:44,1689721200,20230718210000,23.9,74.0
08:44,1689724800,20230718220000,22.8,76.6
08:44,1689728400,20230718230000,21.8,80.0
08:44,1689732000,20230719000000,21.2,81.8
08:44,1689735600,20230719010000,20.9,83.0
08:44,1689739200,20230719020000,20.9,82.5
08:44,1689742800,20230719030000,20.8,81.9
08:44,1689746400,20230719040000,20.7,83.3
08:44,1689750000,20230719050000,20.6,84.5
08:44,1689753600,20230719060000,20.7,84.9
08:44,1689757200,20230719070000,21.6,82.2
08:44,1689760800,20230719080000,22.9,74.1
08:44,1689764400,20230719090000,23.7,67.7
08:44,1689768000,20230719100000,25.3,58.0
08:44,1689771600,20230719110000,26.2,52.4
08:44,1689775200,20230719120000,25.9,52.3
08:44,1689778800,20230719130000,26.6,48.5
08:44,1689782400,20230719140000,27.9,42.1
08:44,1689786000,20230719150000,27.9,41.0
08:44,1689789600,20230719160000,28.4,39.5
08:44,1689793200,20230719170000,28.2,39.6
08:44,1689796800,20230719180000,27.7,38.5
08:44,1689800400,20230719190000,27.0,40.6
08:44,1689804000,20230719200000,25.8,44.4
08:44,1689807600,20230719210000,24.7,47.1
